model,method,run,TP,FP,TN,FN,n_states,n_attractors,n_min_trap,update_scheme
n010_097.bnet,random_mc,6,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,7,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,8,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,9,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,10,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,11,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,12,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,13,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,14,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,15,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,16,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,17,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,18,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,19,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,20,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,21,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,22,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,23,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,24,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,25,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,26,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,27,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,28,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,29,5,0,3,0,8,2,2,asynchronous
n010_098.bnet,sd_mc,,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,null_mc,,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,ref,,3,29,0,0,32,2,2,asynchronous
n010_098.bnet,random_mc,0,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,1,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,2,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,3,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,4,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,5,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,6,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,7,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,8,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,9,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,10,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,11,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,12,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,13,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,14,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,15,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,16,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,17,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,18,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,19,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,20,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,21,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,22,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,23,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,24,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,25,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,26,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,27,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,28,3,0,29,0,32,2,2,asynchronous
n010_098.bnet,random_mc,29,3,0,29,0,32,2,2,asynchronous
n010_099.bnet,sd_mc,,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,null_mc,,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,ref,,58,966,0,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,0,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,1,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,2,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,3,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,4,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,5,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,6,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,7,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,8,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,9,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,10,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,11,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,12,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,13,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,14,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,15,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,16,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,17,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,18,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,19,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,20,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,21,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,22,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,23,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,24,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,25,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,26,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,27,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,28,58,8,958,0,1024,2,2,asynchronous
n010_099.bnet,random_mc,29,58,8,958,0,1024,2,2,asynchronous
