model,method,run,group_count,group_size_mean,group_size_std,mc_edges_count,N,sources,N_perc,sources_perc,n_min_trap,n_attractors,update_scheme
n010_189.bnet,random_mc,4,7,146.28571428571428,57.99683312958756,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,5,7,146.28571428571428,57.415065931498916,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,6,7,146.28571428571428,56.942864310801646,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,7,7,146.28571428571428,56.85498919108478,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,8,7,146.28571428571428,56.57792170528886,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,9,7,146.28571428571428,57.434967660860416,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,10,7,146.28571428571428,58.762753717723236,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,11,7,146.28571428571428,57.14821403462175,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,12,7,146.28571428571428,57.5095378070065,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,13,7,146.28571428571428,57.57160581326847,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,14,7,146.28571428571428,57.26308780086694,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,15,7,146.28571428571428,57.15571283961107,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,16,7,146.28571428571428,58.00914776558777,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,17,7,146.28571428571428,57.63856418781312,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,18,7,146.28571428571428,57.005549318125375,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,19,7,146.28571428571428,57.6261703586494,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,20,7,146.28571428571428,58.54110713413094,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,21,7,146.28571428571428,58.20828189899314,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,22,7,146.28571428571428,57.47972135759653,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,23,7,146.28571428571428,57.5443041384246,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,24,7,146.28571428571428,57.87354264925822,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,25,7,146.28571428571428,58.59720687081616,42,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,26,7,146.28571428571428,56.74432453864385,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,27,7,146.28571428571428,57.68315992363378,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,28,7,146.28571428571428,57.59145344757399,43,10,0,10,0,1,1,asynchronous
n010_189.bnet,random_mc,29,7,146.28571428571428,58.58013872517907,43,10,0,10,0,1,1,asynchronous
n010_190.bnet,sd_mc,0,12,85.33333333333333,140.88312729193498,50,10,0,10,0,1,1,asynchronous
n010_190.bnet,null_mc,0,2,512.0,511.0,3,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,0,12,85.33333333333333,26.640612271909635,130,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,1,12,85.33333333333333,26.562295750848712,129,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,2,12,85.33333333333333,26.081070189358073,128,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,3,12,85.33333333333333,26.268908533769643,129,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,4,12,85.33333333333333,26.784116354453225,129,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,5,12,85.33333333333333,26.68436912418121,128,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,6,12,85.33333333333333,26.297443897754693,131,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,7,12,85.33333333333333,27.36583433569839,129,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,8,12,85.33333333333333,26.31328350641343,128,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,9,12,85.33333333333333,26.687491868330792,128,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,10,12,85.33333333333333,27.866746411369153,129,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,11,12,85.33333333333333,26.37970600459544,128,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,12,12,85.33333333333333,26.515194805159467,130,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,13,12,85.33333333333333,27.15183644290423,129,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,14,12,85.33333333333333,27.142627400865642,129,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,15,12,85.33333333333333,26.278423764669668,129,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,16,12,85.33333333333333,26.942325231666416,127,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,17,12,85.33333333333333,27.09345964537485,129,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,18,12,85.33333333333333,26.186298368082156,129,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,19,12,85.33333333333333,27.653611377580006,128,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,20,12,85.33333333333333,27.438820836342234,129,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,21,12,85.33333333333333,26.936138467782563,128,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,22,12,85.33333333333333,26.668749918626148,129,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,23,12,85.33333333333333,26.75298529551837,130,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,24,12,85.33333333333333,28.104961997641784,130,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,25,12,85.33333333333333,27.013371174702026,128,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,26,12,85.33333333333333,26.818318780680904,130,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,27,12,85.33333333333333,27.39931061582065,130,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,28,12,85.33333333333333,26.32278269653284,130,10,0,10,0,1,1,asynchronous
n010_190.bnet,random_mc,29,12,85.33333333333333,28.37937435689675,128,10,0,10,0,1,1,asynchronous
n010_191.bnet,sd_mc,0,3,5.333333333333333,4.784233364802441,6,10,0,4,0,1,1,asynchronous
n010_191.bnet,null_mc,0,2,8.0,7.0,3,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,0,3,5.333333333333333,3.6817870057290873,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,1,3,5.333333333333333,3.0912061651652345,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,2,3,5.333333333333333,3.0912061651652345,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,3,3,5.333333333333333,3.0912061651652345,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,4,3,5.333333333333333,3.0912061651652345,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,5,3,5.333333333333333,3.2998316455372216,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,6,3,5.333333333333333,3.0912061651652345,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,7,3,5.333333333333333,3.6817870057290873,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,8,3,5.333333333333333,3.2998316455372216,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,9,3,5.333333333333333,3.2998316455372216,6,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,10,3,5.333333333333333,3.0912061651652345,6,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,11,3,5.333333333333333,3.0912061651652345,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,12,3,5.333333333333333,3.6817870057290873,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,13,3,5.333333333333333,4.189935029992179,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,14,3,5.333333333333333,3.6817870057290873,6,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,15,3,5.333333333333333,3.6817870057290873,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,16,3,5.333333333333333,3.6817870057290873,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,17,3,5.333333333333333,3.6817870057290873,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,18,3,5.333333333333333,3.2998316455372216,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,19,3,5.333333333333333,3.2998316455372216,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,20,3,5.333333333333333,3.0912061651652345,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,21,3,5.333333333333333,3.0912061651652345,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,22,3,5.333333333333333,3.6817870057290873,6,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,23,3,5.333333333333333,3.0912061651652345,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,24,3,5.333333333333333,4.189935029992179,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,25,3,5.333333333333333,3.0912061651652345,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,26,3,5.333333333333333,4.189935029992179,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,27,3,5.333333333333333,3.2998316455372216,7,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,28,3,5.333333333333333,4.784233364802441,6,10,0,4,0,1,1,asynchronous
n010_191.bnet,random_mc,29,3,5.333333333333333,3.0912061651652345,7,10,0,4,0,1,1,asynchronous
n010_192.bnet,sd_mc,0,3,170.66666666666666,150.84944665313014,6,10,0,9,0,1,1,asynchronous
n010_192.bnet,null_mc,0,2,256.0,192.0,3,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,0,3,170.66666666666666,75.58365490560037,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,1,3,170.66666666666666,75.46448760104906,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,2,3,170.66666666666666,75.86537784494027,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,3,3,170.66666666666666,75.64096479788948,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,4,3,170.66666666666666,75.46448760104906,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,5,3,170.66666666666666,76.412622575651,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,6,3,170.66666666666666,75.53512795749772,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,7,3,170.66666666666666,76.05845705040885,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,8,3,170.66666666666666,75.42472332656506,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,9,3,170.66666666666666,77.53422183497784,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,10,3,170.66666666666666,75.495400890091,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,11,3,170.66666666666666,77.00360741910443,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,12,3,170.66666666666666,77.1722460186015,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,13,3,170.66666666666666,75.53512795749772,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,14,3,170.66666666666666,75.53512795749772,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,15,3,170.66666666666666,76.412622575651,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,16,3,170.66666666666666,75.78185065626788,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,17,3,170.66666666666666,75.86537784494027,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,18,3,170.66666666666666,75.78185065626788,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,19,3,170.66666666666666,76.05845705040885,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,20,3,170.66666666666666,77.72744403076403,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,21,3,170.66666666666666,75.53512795749772,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,22,3,170.66666666666666,75.86537784494027,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,23,3,170.66666666666666,75.70703768841807,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,24,3,170.66666666666666,75.58365490560037,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,25,3,170.66666666666666,75.95759050651591,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,26,3,170.66666666666666,75.495400890091,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,27,3,170.66666666666666,75.495400890091,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,28,3,170.66666666666666,76.05845705040885,7,10,0,9,0,1,1,asynchronous
n010_192.bnet,random_mc,29,3,170.66666666666666,76.05845705040885,7,10,0,9,0,1,1,asynchronous
n010_193.bnet,sd_mc,0,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,null_mc,0,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,0,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,1,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,2,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,3,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,4,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,5,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,6,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,7,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,8,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,9,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,10,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,11,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,12,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,13,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,14,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,15,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,16,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,17,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,18,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,19,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
n010_193.bnet,random_mc,20,2,64.0,0.0,3,10,0,7,0,1,1,asynchronous
