model,method,run,rmsd,TP,FP,TN,FN,n_states,n_attractors,update_scheme
n010_000.bnet,sd_mc,,0.043221955751924966,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,0,0.17189224128153213,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,1,0.24530458798067253,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,2,0.14531836464091824,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,3,0.1659208240247834,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,4,0.16634980066088803,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,5,0.18061215680495005,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,6,0.14877450812209858,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,7,0.16336606487395103,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,8,0.12870029763136792,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,9,0.17332619200390767,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,10,0.1747400594266401,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,11,0.1340641133854205,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,12,0.17651915564747528,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,13,0.17295153055025755,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,14,0.1625019409392675,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,15,0.1591876322260815,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,16,0.234351258461055,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,17,0.1674471741128895,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,18,0.2079876030939657,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,19,0.16924045865747522,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,20,0.17108220782433828,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,21,0.16683469194669998,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,22,0.1472853554037026,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,23,0.13915742098229889,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,24,0.19644534260409705,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,25,0.17285370128827202,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,26,0.21999486802426926,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,27,0.0976484251344171,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,28,0.16108515947187452,96,0,0,0,1024,2,asynchronous
n010_000.bnet,ref,29,0.20692255604025106,96,0,0,0,1024,2,asynchronous
n010_001.bnet,sd_mc,,0.06349309116483458,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,0,0.08649317906822189,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,1,0.149574667984247,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,2,0.06952670708215229,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,3,0.11956230038205644,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,4,0.07778987668446745,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,5,0.09442740649873602,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,6,0.08124466656593875,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,7,0.06977422807116848,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,8,0.11671958548342268,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,9,0.08349817665745655,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,10,0.11017147262571983,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,11,0.06613854216573338,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,12,0.06624623287097485,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,13,0.10175683306752582,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,14,0.11163004468698388,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,15,0.09155713862760868,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,16,0.09742682883965209,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,17,0.12153827142109155,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,18,0.11225291251113631,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,19,0.0832081961517136,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,20,0.13289058920549526,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,21,0.11921884945104132,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,22,0.11950859315519895,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,23,0.09655590389271347,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,24,0.10664511508828632,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,25,0.10765287921099849,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,26,0.0940746864542702,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,27,0.0969909991541554,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,28,0.06158023978460206,16,0,0,0,64,5,asynchronous
n010_001.bnet,ref,29,0.07454412112467966,16,0,0,0,64,5,asynchronous
n010_002.bnet,sd_mc,,0.14987311427583958,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,0,0.2696886424549689,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,1,0.3839030008657702,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,2,0.18301359797693148,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,3,0.334916472871555,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,4,0.3175582046155182,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,5,0.21450146167250597,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,6,0.35264557446130446,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,7,0.40911288836986537,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,8,0.31284241305883265,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,9,0.2037315507578398,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,10,0.31619608685217077,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,11,0.2961035075128552,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,12,0.4245595639575365,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,13,0.2748361292422239,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,14,0.32124588746773547,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,15,0.45670742096406963,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,16,0.23501803136260804,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,17,0.34479541214060566,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,18,0.3355264525444459,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,19,0.24443817379223282,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,20,0.19275562196725818,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,21,0.3767675783536483,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,22,0.1832045789630083,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,23,0.40380830814387,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,24,0.17350018143076015,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,25,0.3709398471745582,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,26,0.12059470259754138,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,27,0.403675345157852,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,28,0.35565388068300763,8,0,0,0,128,1,asynchronous
n010_002.bnet,ref,29,0.3266940337352138,8,0,0,0,128,1,asynchronous
n010_003.bnet,sd_mc,,0.0011266680148124264,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,0,0.5242014246116928,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,1,0.1340757046479939,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,2,0.49937571757672233,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,3,0.3014475943924645,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,4,0.6930879337188649,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,5,0.45366275693368185,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,6,0.4883632204010885,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,7,0.6794304167367112,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,8,0.18788962633361972,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,9,0.5508455272148784,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,10,0.5684564120897986,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,11,0.4441686832060573,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,12,0.4164364748832393,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,13,0.2715163883978656,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,14,0.12920297522270485,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,15,0.9852900960294733,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,16,0.4265806290524512,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,17,0.3900809992285894,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,18,0.21232169991207317,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,19,0.4603589993900483,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,20,0.5661275004383702,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,21,0.1902077984505609,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,22,0.8694474297307374,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,23,0.49088444430830636,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,24,0.45616209699101795,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,25,0.2863571912887445,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,26,0.7838064561429039,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,27,0.4776361440259457,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,28,0.4605216661507384,1,0,0,0,1024,1,asynchronous
n010_003.bnet,ref,29,0.610362669812057,1,0,0,0,1024,1,asynchronous
n010_004.bnet,sd_mc,,0.06949143552030886,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,0,0.12038939129050298,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,1,0.10653508138420001,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,2,0.08510463222687326,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,3,0.11011915444480545,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,4,0.10652093889251907,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,5,0.11285175424159195,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,6,0.11443652443053723,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,7,0.09840532412383493,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,8,0.12104717053889212,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,9,0.09671467717838142,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,10,0.09740153491541344,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,11,0.10210245498140873,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,12,0.10569960201650418,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,13,0.08952242126908455,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,14,0.11512167509832044,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,15,0.09620065145129895,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,16,0.0946377505070775,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,17,0.11731270341316447,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,18,0.0964471990289172,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,19,0.09891800024819407,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,20,0.11437400426980765,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,21,0.10286139941007907,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,22,0.10640792149645573,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,23,0.10621478071112778,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,24,0.12077459696679234,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,25,0.1147515240903303,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,26,0.1030503460377237,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,27,0.08490752109251815,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,28,0.10442829601906335,309,0,0,0,512,4,asynchronous
n010_004.bnet,ref,29,0.10552821500853987,309,0,0,0,512,4,asynchronous
n010_005.bnet,sd_mc,,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,0,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,1,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,2,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,3,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,4,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,5,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,6,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,7,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,8,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,9,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,10,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,11,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,12,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,13,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,14,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,15,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,16,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,17,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,18,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,19,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,20,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,21,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,22,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,23,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,24,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,25,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,26,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,27,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,28,0.0,0,0,0,0,64,1,asynchronous
n010_005.bnet,ref,29,0.0,0,0,0,0,64,1,asynchronous
n010_006.bnet,sd_mc,,0.04711999166133372,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,0,0.05582547081556904,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,1,0.058920210256458626,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,2,0.05595966110813144,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,3,0.05756403843905572,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,4,0.05432528014743411,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,5,0.07389062376138457,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,6,0.0650863604885611,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,7,0.06130542893485598,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,8,0.06040986399596499,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,9,0.07348691128295497,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,10,0.06544893857597758,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,11,0.053011302218651024,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,12,0.06508856310931922,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,13,0.05528595792094687,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,14,0.07051858606076489,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,15,0.06283642794295581,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,16,0.064908125279078,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,17,0.04908486032908703,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,18,0.05544056186715647,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,19,0.05583312663074884,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,20,0.05798046324910656,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,21,0.06953056259581757,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,22,0.05612677000743301,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,23,0.05718498481164468,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,24,0.06572376615608541,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,25,0.07054908350478399,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,26,0.05246061875185539,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,27,0.05420263975699098,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,28,0.06144607868781245,822,0,0,0,1024,2,asynchronous
n010_006.bnet,ref,29,0.051048688635754645,822,0,0,0,1024,2,asynchronous
n010_007.bnet,sd_mc,,0.03674609449113894,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,0,0.0859758711741182,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,1,0.10696025237348773,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,2,0.09805767336381817,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,3,0.09591264054178417,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,4,0.10679763423558766,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,5,0.11503359446955334,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,6,0.09603336828914194,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,7,0.08537754787281296,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,8,0.08314808499363802,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,9,0.09314758666985032,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,10,0.10912001314355972,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,11,0.08384892482534093,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,12,0.09222306603303489,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,13,0.09373007292110555,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,14,0.10653919720170502,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,15,0.0950084426380235,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,16,0.10239404875427867,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,17,0.11025833877112495,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,18,0.09610684563118532,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,19,0.09170123001633733,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,20,0.10009366916007946,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,21,0.10867526241182593,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,22,0.0888528620388255,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,23,0.09647255044630643,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,24,0.09592005260029822,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,25,0.09480172314599855,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,26,0.0950863013666241,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,27,0.08076959901853116,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,28,0.10559507286213508,579,0,0,0,512,2,asynchronous
n010_007.bnet,ref,29,0.1026701662173248,579,0,0,0,512,2,asynchronous
n010_008.bnet,sd_mc,,0.04885054395967532,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,0,0.2050460452827896,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,1,0.20263153065343012,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,2,0.20986223044856955,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,3,0.18925359824543647,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,4,0.219440024315126,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,5,0.18564917903329153,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,6,0.2588790375064915,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,7,0.2451569849966792,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,8,0.2000186425979647,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,9,0.22635424827915382,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,10,0.18355377083527585,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,11,0.19593627216328371,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,12,0.2697060636791857,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,13,0.19240783323480248,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,14,0.17688284169821533,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,15,0.18826794484719458,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,16,0.17459064272729136,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,17,0.19701443239412691,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,18,0.18232648863409062,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,19,0.18952512930034263,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,20,0.19631981753355307,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,21,0.19270103048094278,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,22,0.18968858466375463,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,23,0.23808710092217086,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,24,0.19717742848297015,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,25,0.2417218757928942,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,26,0.20371718973914485,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,27,0.26209498576975887,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,28,0.2041755488794901,3,0,0,0,256,3,asynchronous
n010_008.bnet,ref,29,0.20498169655602982,3,0,0,0,256,3,asynchronous
n010_009.bnet,sd_mc,,0.0220020482381989,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,0,0.08259759294248178,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,1,0.14705166316978563,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,2,0.2616512933930564,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,3,0.030602149412397917,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,4,0.24815719239044126,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,5,0.07766728764891573,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,6,0.05956523372689099,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,7,0.2877936102814032,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,8,0.1944530608529289,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,9,0.14838565151830982,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,10,0.07575746233243108,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,11,0.18679417342288485,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,12,0.08004841745341346,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,13,0.12960988074102725,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,14,0.15566120987425258,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,15,0.13918071037631824,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,16,0.040691227507295036,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,17,0.1290842550702077,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,18,0.0063117130223362405,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,19,0.027968176059465222,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,20,0.03451402763837502,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,21,0.13575765237928278,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,22,0.2694533332057217,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,23,0.032157217572623686,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,24,0.18524157087974844,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,25,0.10231487509116549,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,26,0.11290255637107738,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,27,0.12436237711422765,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,28,0.41962216763082466,1,0,0,0,256,2,asynchronous
n010_009.bnet,ref,29,0.19538319239629787,1,0,0,0,256,2,asynchronous
n010_011.bnet,sd_mc,,0.04444306609713237,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,0,0.07053716176228517,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,1,0.08821649295396036,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,2,0.09069919059202033,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,3,0.10148341953617908,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,4,0.07917424021737887,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,5,0.10498691354445183,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,6,0.08834987604104559,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,7,0.11268511840649388,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,8,0.1105747172111147,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,9,0.0882088693668223,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,10,0.0911795733333068,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,11,0.11171595105741537,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,12,0.10498363874583361,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,13,0.08076154627926993,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,14,0.08936134617643059,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,15,0.10483110114868911,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,16,0.081343649382336,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,17,0.1133517479600693,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,18,0.06019816050265116,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,19,0.08212897477496613,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,20,0.07986070133390473,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,21,0.10107668744282995,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,22,0.0888121206931686,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,23,0.0961266790968636,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,24,0.0769245686572148,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,25,0.07685674542161428,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,26,0.07679160101267446,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,27,0.11686847325507638,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,28,0.11491993350491624,285,0,0,0,512,3,asynchronous
n010_011.bnet,ref,29,0.09097235358564101,285,0,0,0,512,3,asynchronous
